Line,Line_Name,Sub_Region_of_Primary_Service,Predominant_Vehicle_Type,TSG_Service_Type,Population,Employment,Average_One_Way_Trip_Dist_km,AVG_speed_km_per_hr,RANK_Annual_Boardings,Annual_Boardings,AVG_Daily_Boardings_MF,AVG_Daily_Boardings_Sat,AVG_Daily_Boardings_SunHol,Annual_Revenue_Hours_with_Overc,On_Time_Performance_Percentage,Annual_Service_Cost,Annual_Service_Hours,Exchange_Connections,Rail_Connections,SHAPE__Length,TSPR_Year,OBJECTID,SHAPE__Length_2
245,PHIBBS/CAPILANO,North Shore,Std. Bus,Peak Frequent,7000,5000,3.9,22 km/h,102,659684,2541,301,173,1,94%,1834450,19095,,,7192.788808,2024,706,7192.788808
246/249,LONSDALE QUAY/DELBROOK/HIGHLAND/DOWNTOWN,North Shore,Std. Bus,Peak Frequent,114000,187000,8.6,20 km/h,73,1129407,3542,2380,1903,2,72%,3853467,36614,Edgemont Village; Lonsdale Quay; Vancouver City Centre,Canada Line; Expo/Millennium Line,32439.85055,2024,707,32439.85055
247,GROUSE MOUNTAIN/DOWNTOWN,North Shore,Std. Bus,Peak Only - Limited,83000,166000,16.4,25 km/h,172,66977,268,0,159,0,79%,295916,2773,Vancouver City Centre,Canada Line; Expo/Millennium Line,27324.53671,2024,708,27324.53671
250,HORSESHOE BAY/DUNDARAVE/VANCOUVER,North Shore,Std. Bus,All Day Frequent,101000,181000,10.1,24 km/h,32,2380826,7008,6150,4862,7,68%,7352381,68791,Horseshoe Bay; Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,48665.48766,2024,709,48665.48766
251,QUEENS/PARK ROYAL,North Shore,Mini-Bus,Basic,21000,16000,9.7,27 km/h,168,86016,282,165,113,0,78%,765460,8684,,,16764.62349,2024,710,16764.62349
252,INGLEWOOD/PARK ROYAL,North Shore,Mini-Bus,Basic,18000,15000,6.8,23 km/h,176,61954,196,125,103,0,79%,654214,7313,,,12744.70865,2024,711,12744.70865
253,CAULFEILD/VANCOUVER/PARK ROYAL,North Shore,Std. Bus,Basic,96000,180000,13.9,26 km/h,130,290311,1055,263,213,4,64%,1185781,10638,Caulfeild; Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,38833.62226,2024,712,38833.62226
254,BRITISH PROPERTIES/PARK ROYAL/VAN,North Shore,Std. Bus,Basic,93000,173000,12.7,24 km/h,147,173492,604,221,180,3,64%,828016,7871,Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,48216.87599,2024,713,48216.87599
255,DUNDARAVE/CAPILANO UNIVERSITY,North Shore,Std. Bus,Standard,71000,52000,13.5,21 km/h,79,984327,3138,1910,1596,1,61%,3495433,32819,,,31046.96207,2024,714,31046.96207
256,WHITBY ESTATE/PARK ROYAL/SPURAWAY,North Shore,Mini-Bus,Basic,22000,11000,8.6,20 km/h,162,97660,279,280,210,0,69%,491299,5573,,,20480.74222,2024,715,20480.74222
257,HORSESHOE BAY/VANCOUVER EXPRESS,North Shore,Artic. Bus,Standard,85000,176000,22,35 km/h,59,1326466,3471,4158,3785,5,81%,3462770,35176,Horseshoe Bay; Park Royal; Stadium-Chinatown; Vancouver City Centre,Canada Line; Expo/Millennium Line,55576.06868,2024,716,55576.06868
262,LIONS BAY/CAULFEILD,North Shore,Mini-Bus,Basic,9000,2000,12.4,48 km/h,185,34571,97,102,80,0,81%,494133,5603,,,49853.97059,2024,717,49853.97059
301,NEWTON EXCHANGE/BRIGHOUSE STATION,Southwest,Double Decker,Peak Frequent,94000,56000,29.6,33 km/h,48,1666198,5213,3209,3098,5,77%,3808597,37564,Newton; Richmond-Brighouse; Scottsdale,Canada Line,82764.43471,2024,718,82764.43471
310,SCOTTSDALE/LADNER,Southeast,Std. Bus,Standard,41000,16000,22.3,32 km/h,108,598731,1759,1379,1368,0,81%,2252556,24329,,,44695.25338,2024,719,44695.25338
311,SCOTTSDALE/BRIDGEPORT STN,Southeast,Double Decker,Peak Only - Limited,36000,21000,29.3,46 km/h,142,217868,873,0,488,0,86%,856048,8255,Bridgeport; Matthews; Scottsdale,Canada Line,82054.1984,2024,720,82054.1984
312,SCOTTSDALE/SCOTT ROAD STN,Southeast,Std. Bus,Standard,48000,17000,11.5,23 km/h,66,1208029,3658,2900,2253,11,93%,2394470,24438,Scott Road; Scottsdale,Expo/Millennium Line,25087.34199,2024,721,25087.34199
314,SURREY CENTRAL/SUNBURY,Southeast,Std. Bus,Basic,75000,36000,7.6,19 km/h,113,536097,1747,1000,754,10,88%,1075928,10781,King George; Surrey Central,Expo/Millennium Line,31756.75657,2024,722,31756.75657
316,SURREY CENTRAL STN/SCOTTSDALE,Southeast,Std. Bus,Basic,77000,27000,10.7,19 km/h,82,945367,2793,2475,1866,8,88%,1683315,19316,Scottsdale; Surrey Central,Expo/Millennium Line,20498.45505,2024,723,20498.45505
319,SCOTT STN/NEWTON EXCH/SCOTTSDALE,Southeast,Std. Bus,All Day Frequent,66000,36000,12.3,20 km/h,24,3046316,9063,7170,6412,6,83%,10486822,56496,Newton; Scott Road; Scottsdale,Expo/Millennium Line,36393.07081,2024,724,36393.07081
320,LANGLEY/FLEETWOOD/SURREY CTRL STN,Southeast,Std. Bus,All Day Frequent,125000,64000,14.5,21 km/h,36,2168022,6449,5162,4521,14,79%,5313827,56175,Cloverdale; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,58166.77223,2024,725,58166.77223
321,WHITE ROCK/NEWTON/SURREY CTRL STN,Southeast,Std. Bus,All Day Frequent,151000,75000,23.1,23 km/h,13,4328174,12701,10951,9173,35,79%,6827256,89297,Columbia; King George; New Westminster; Newton; Scott Road; South Surrey; Surrey Central; White Rock Centre,Expo/Millennium Line,93127.53696,2024,726,93127.53696
322,NEWTON EX/SCOTTSDALE,Southeast,Mini-Bus,Standard,71000,21000,14.7,24 km/h,77,986370,2983,2215,1975,3,91%,1512419,37350,,,33134.38304,2024,727,33134.38304
323,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Artic. Bus,All Day Frequent,56000,45000,10.5,18 km/h,9,4881294,14348,11810,10685,13,86%,5049848,63891,Newton; Surrey Central,Expo/Millennium Line,21912.50024,2024,728,21912.50024
324,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Standard,64000,36000,10.6,18 km/h,51,1568344,4770,3661,2929,12,86%,2291751,27993,Newton; Surrey Central,Expo/Millennium Line,19914.08319,2024,729,19914.08319
325,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Standard,60000,29000,7.5,18 km/h,55,1424076,4231,3369,3008,16,87%,1985540,20638,Newton; Surrey Central,Expo/Millennium Line,16053.47795,2024,730,16053.47795
326,GUILDFORD/SURREY CENTRAL STN,Southeast,Std. Bus,Basic,88000,40000,12.4,19 km/h,109,588899,1969,933,771,15,80%,1255988,14802,Guildford; King George; Surrey Central,Expo/Millennium Line,28599.96531,2024,731,28599.96531
329,SURREY CENTRAL STN/SCOTTSDALE,Southeast,Std. Bus,Basic,82000,41000,8.9,17 km/h,146,180531,607,548,479,6,88%,383405,4311,King George; Scottsdale; Surrey Central,Expo/Millennium Line,25817.84371,2024,732,25817.84371
335,NEWTON/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Frequent,136000,52000,13.9,21 km/h,15,4207650,12930,9333,7734,33,77%,5773820,67534,Gateway; Guildford; Newton; Surrey Central,Expo/Millennium Line,47392.43086,2024,733,47392.43086
337,FRASER HEIGHTS/GUILDFORD/SURREY CTR,Southeast,Std. Bus,Peak Frequent,63000,30000,7.8,24 km/h,83,930925,2834,2121,1767,2,85%,2185976,23715,Guildford; Surrey Central,Expo/Millennium Line,24415.31085,2024,734,24415.31085
340,SCOTTSDALE/22ND ST STN,Southeast,Double Decker,Peak Frequent,35000,26000,16.5,36 km/h,58,1379858,4286,3016,2399,1,92%,2831872,29273,22nd Street; Scottsdale,Expo/Millennium Line,46450.24783,2024,735,46450.24783
341,GUILDFORD/NEWTON EXCH,Southeast,Std. Bus,Standard,82000,28000,9.1,20 km/h,76,1002158,3036,2235,1999,7,83%,2024962,20772,,,25026.29857,2024,736,25026.29857
342,LANGLEY CENTRE/NEWTON EXCHANGE,Southeast,Std. Bus,Standard,76000,46000,21,24 km/h,49,1580732,4964,3393,2590,17,77%,3886378,40154,,,50914.68294,2024,737,50914.68294
345,KING GEORGE STN/WHITE ROCK CENTRE,Southeast,Std. Bus,Peak Frequent,84000,47000,20.3,24 km/h,68,1195178,4786,0,3366,29,77%,2469670,29109,King George; White Rock Centre,Expo/Millennium Line,53745.46873,2024,738,53745.46873
350,WHITE ROCK CTR/CRESCENT BEACH,Southeast,Std. Bus,Standard,36000,13000,9.4,31 km/h,144,199430,554,562,498,0,93%,1999321,18541,,,17517.43987,2024,739,17517.43987
351,WHITE ROCK CTR/BRIDGEPORT STN,Southeast,Double Decker,All Day Frequent,44000,29000,38.3,48 km/h,52,1563900,4615,3794,3345,1,78%,6393870,60067,Bridgeport; Matthews; South Surrey; White Rock Centre,Canada Line,112160.6119,2024,740,112160.6119
352,OCEAN PARK /BRIDGEPORT STN,Southeast,Std. Bus,Peak Only - Limited,47000,26000,43.6,49 km/h,157,113738,456,0,265,0,82%,976734,9276,Bridgeport; South Surrey; White Rock Centre,Canada Line,115325.3283,2024,741,115325.3283
354,WHITE ROCK SOUTH/BRIDGEPORT STATION,Southeast,Std. Bus,Peak Only - Limited,72000,40000,46.1,42 km/h,155,122089,489,0,270,4,80%,815855,7832,Bridgeport; South Surrey; White Rock Centre,Canada Line,125387.0788,2024,742,125387.0788
360,OCEAN PARK/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Basic,36000,12000,12.3,29 km/h,174,65444,220,105,79,0,74%,608120,8813,,,20607.73894,2024,743,20607.73894
361,OCEAN PARK/WHITE ROCK CENTRE,Southeast,Mini-Bus,Basic,42000,14000,11.2,27 km/h,161,100610,334,162,139,0,83%,646831,9373,,,19923.96085,2024,744,19923.96085
362,SEASIDE/WHITE ROCK CENTRE,Southeast,Mini-Bus,Standard,27000,11000,3.9,20 km/h,164,94492,208,369,362,0,76%,364176,5479,,,10123.50477,2024,745,10123.50477
363,SOUTHPOINT/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Standard,56000,25000,12.3,25 km/h,140,223740,630,607,542,0,81%,1268119,18518,,,24201.69266,2024,746,24201.69266
364,LANGLEY CTR/ SCOTTSDALE,Southeast,Std. Bus,Standard,92000,42000,21.7,23 km/h,45,1860283,5706,4189,3412,16,72%,3437474,39288,,,55646.88251,2024,747,55646.88251
371,SURREY CNTRL/SCOTT RD STN,Southeast,Mini-Bus,Basic,40000,24000,8.2,21 km/h,132,278814,864,648,463,1,81%,615613,11610,Gateway; Scott Road; Surrey Central,Expo/Millennium Line,15028.63459,2024,748,15028.63459
373,GUILDFORD/ SURREY CNTRL STN,Southeast,Mini-Bus,Peak Frequent,72000,31000,10.5,22 km/h,88,893769,2709,2041,1742,4,72%,1319484,30409,Gateway; Guildford; Surrey Central,Expo/Millennium Line,24320.45664,2024,749,24320.45664
375,WHITE ROCK/WHITE ROCK STH/GUILDFORD,Southeast,Std. Bus,Standard,99000,42000,22.8,22 km/h,78,985569,2345,3715,3206,8,75%,2659860,27969,,,56367.18998,2024,750,56367.18998
388,22ND ST STN/CARVOLTH EXCH,Southeast,Std. Bus,Peak Only - Limited,67000,57000,26.3,28 km/h,124,434050,1738,0,1266,2,69%,1561349,15383,22nd Street; Carvolth,Expo/Millennium Line,76927.97764,2024,751,76927.97764
391,SCOTTSDALE/SCOTT ROAD STN,Southeast,Std. Bus,Peak Only - Limited,47000,17000,10.7,19 km/h,165,94436,378,0,207,7,89%,223483,2635,Scott Road; Scottsdale,Expo/Millennium Line,22783.615,2024,752,22783.615
393,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,78000,47000,13.4,18 km/h,152,131106,525,0,326,31,76%,221969,2332,Newton; Surrey Central,Expo/Millennium Line,35081.98377,2024,753,35081.98377
394,WHITE ROCK/KING GEORGE STN EXPRESS,Southeast,Std. Bus,Peak Only - Limited,89000,50000,21.4,26 km/h,139,224395,899,0,550,2,82%,1268118,9037,King George; Newton; South Surrey; White Rock Centre,Expo/Millennium Line,57836.06703,2024,754,57836.06703
395,LANGLEY CENTRE/KING GEORGE STN,Southeast,Std. Bus,Peak Only - Limited,83000,51000,20.9,26 km/h,148,164676,660,0,408,11,80%,692951,6536,King George; Langley Centre,Expo/Millennium Line,48383.66799,2024,755,48383.66799
401,RICHMOND-BRIGHOUSE STN / ONE ROAD,Southwest,Std. Bus,Peak Frequent,64000,34000,9.4,24 km/h,62,1241840,3808,2797,2282,0,80%,3171735,29485,Richmond-Brighouse; Steveston,Canada Line,25652.11619,2024,756,25652.11619
402,TWO ROAD/BRIGHOUSE STATION,Southwest,Std. Bus,Peak Frequent,73000,31000,9.1,23 km/h,91,858965,2726,1647,1454,2,91%,2315531,21313,Richmond-Brighouse; Steveston,Canada Line,17586.12864,2024,757,17586.12864
403,BRIDGEPORT STN/THREE ROAD,Southwest,Std. Bus,Peak Frequent,73000,65000,11.9,21 km/h,47,1679904,4906,4253,3649,5,81%,4087265,38841,Aberdeen; Bridgeport; Lansdowne; Richmond-Brighouse,Canada Line,28702.35646,2024,758,28702.35646
404,FOUR ROAD/BRIGHOUSE STATION,Southwest,Std. Bus,Standard,55000,37000,8.3,24 km/h,119,470095,1447,1012,881,0,87%,1986818,18384,Richmond-Brighouse,Canada Line,17908.96181,2024,759,17908.96181
405,FIVE ROAD/CAMBIE,Southwest,Std. Bus,Standard,83000,79000,18.7,25 km/h,103,657401,2091,1277,1083,0,68%,2446474,23129,Knight Street-Marine Drive; Lansdowne; Richmond-Brighouse,Canada Line,49994.91288,2024,760,49994.91288
406,RICHMOND BRIGHOUSE STN/STEVESTON,Southwest,Std. Bus,All Day Frequent,74000,30000,10,26 km/h,57,1386721,4103,3325,2955,2,94%,3915560,36473,Richmond-Brighouse; Steveston,Canada Line,22156.0231,2024,761,22156.0231
407,GILBERT/BRIDGEPORT,Southwest,Std. Bus,Standard,98000,83000,16.7,24 km/h,85,916547,2983,1533,1449,0,77%,3605710,33254,Bridgeport; Knight Street-Marine Drive; Lansdowne; Steveston,Canada Line,54647.26045,2024,762,54647.26045
408,BRIGHOUSE/IRONWOOD/RIVERPORT,Southwest,Std. Bus,Peak Frequent,63000,37000,8.3,23 km/h,65,1214568,3827,2479,2044,4,84%,2866000,26822,Richmond-Brighouse,Canada Line,19378.72443,2024,763,19378.72443
410,RICHMOND-BRIGHOUSE STN/22ND ST STN,Southwest,Std. Bus,All Day Frequent,79000,78000,18.3,27 km/h,19,3381191,10259,7758,6512,10,82%,6959054,69858,22nd Street; Aberdeen; Lansdowne; Richmond-Brighouse,Canada Line; Expo/Millennium Line,66894.8101,2024,764,66894.8101
412,BRIDGEPORT STATION/SEA ISLAND SOUTH,Southwest,Mini-Bus,Basic,9000,18000,6.9,29 km/h,156,118202,460,66,112,0,90%,712016,8499,Bridgeport,Canada Line,15746.47776,2024,765,15746.47776
413,RIVERPORT/STEVESTON,Southwest,Mini-Bus,Basic,42000,18000,10.7,27 km/h,154,122624,382,283,197,0,80%,670879,9674,,,23291.61095,2024,766,23291.61095
414,RICHMOND OVAL/BRIGHOUSE STN,Southwest,Mini-Bus,Basic,45000,29000,4.1,18 km/h,179,55420,190,151,128,0,76%,267847,3886,Richmond-Brighouse,Canada Line,12242.97644,2024,767,12242.97644
416,EAST CAMBIE/BRIGHOUSE STATION,Southwest,Mini-Bus,Peak Only - Limited,58000,58000,10.9,22 km/h,170,69992,280,0,157,1,67%,323553,4754,Lansdowne; Richmond-Brighouse,Canada Line,22598.43021,2024,768,22598.43021
418,KINGSWOOD/22ND ST STN,Southwest,Std. Bus,Peak Only - Limited,15000,12000,8.5,30 km/h,133,273185,1093,0,987,5,75%,754286,7653,22nd Street,Expo/Millennium Line,28355.3278,2024,769,28355.3278
430,METROTOWN/BRIGHOUSE STATION,Southwest,Std. Bus,Peak Frequent,116000,87000,18.9,22 km/h,31,2432584,7255,5816,4978,13,66%,4405034,46782,Bridgeport; Metrotown; Richmond-Brighouse,Canada Line; Expo/Millennium Line,39050.3139,2024,770,39050.3139
501,LANGLEY CENTRE/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Frequent,95000,80000,27.4,25 km/h,41,2041306,6539,4252,2954,22,80%,4986833,52486,Carvolth; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,71141.13681,2024,771,71140.96681
502,LANGLEY CENTRE/SURREY CENTRAL STN,Southeast,Std. Bus,All Day Frequent,82000,48000,14.2,24 km/h,38,2093162,6101,5481,4445,13,76%,6241032,60894,King George; Langley Centre; Surrey Central,Expo/Millennium Line,48411.56297,2024,772,48411.56297
503,ALDERGROVE/SURREY CENTRAL STN,Southeast,Std. Bus,All Day Frequent,104000,60000,22.5,28 km/h,30,2750420,8344,6445,5195,26,77%,7954672,83870,King George; Langley Centre; Surrey Central,Expo/Millennium Line,82280.32801,2024,773,82280.32801
509,WALNUT GROVE/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,94000,52000,20.6,32 km/h,158,107198,430,0,203,2,80%,702423,7291,Carvolth; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,84268.06713,2024,774,84268.06713
531,WHITE ROCK CENTRE/WILLOWBROOK,Southeast,Std. Bus,Standard,72000,49000,19.7,26 km/h,80,980923,3177,1805,1475,10,91%,3091104,33130,,,59559.53948,2024,775,59559.53948
555,CARVOLTH EXCH / LOUGHEED STN,Southeast,Double Decker,Peak Frequent,30000,16000,22.1,66 km/h,71,1181696,3970,1921,1435,6,92%,2150689,20961,Carvolth; Lougheed Town Centre,Expo/Millennium Line,66250.32828,2024,776,66250.32828
595,MAPLE MEADOWS STN/LANGLEY CENTRE,Southeast,Std. Bus,Standard,51000,39000,17.6,28 km/h,107,611042,1941,1221,989,3,84%,1951907,20043,Carvolth; Langley Centre; Maple Meadows,West Coast Express,37387.66244,2024,777,37387.66244
601,SOUTH DELTA/BOUNDARY BAY/BRIDGEPORT,Southwest,Std. Bus,Peak Frequent,39000,27000,24.9,36 km/h,74,1126506,3308,2795,2421,3,75%,4854479,46418,Bridgeport; Ladner; South Delta,Canada Line,97661.76639,2024,778,97661.76639
602,TSAWWASSEN HEIGHTS/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,26000,20000,26.1,40 km/h,171,69501,279,0,148,0,75%,,5324,Bridgeport; South Delta,Canada Line,74311.10201,2024,779,74311.10201
603,BEACH GROVE/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,32000,20000,14.7,34 km/h,183,37852,152,0,57,0,75%,421456,3899,Bridgeport; South Delta,Canada Line,82137.26278,2024,780,82137.26278
604,ENGLISH BLUFF/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,32000,20000,16.6,35 km/h,184,36316,146,0,64,0,81%,,3921,Bridgeport; South Delta,Canada Line,81679.16618,2024,781,81679.16618
609,SOUTH DELTA EXCH/LADNER EXCH,Southwest,Mini-Bus,Basic,24000,12000,17.4,26 km/h,180,44306,129,124,90,0,76%,419282,9238,,,29562.93177,2024,782,29562.93177
614,ENGLISH BLUFF/SOUTH DELTA EXCH,Southwest,Mini-Bus,Basic,22000,7000,6.7,27 km/h,193,11453,34,30,23,0,86%,197143,3049,,,19876.37313,2024,783,19876.37313
616,LADNER SOUTH/LADNER EXCH,Southwest,Mini-Bus,Basic,15000,7000,3.8,26 km/h,186,26885,89,44,36,0,93%,300047,4256,,,11333.76249,2024,784,11333.76249
618,LADNER NORTH/LADNER EXCH,Southwest,Mini-Bus,Basic,16000,7000,4.3,27 km/h,187,22822,76,42,26,0,93%,297993,4342,,,14958.03484,2024,785,14958.03484
619,BOUNDARY BAY/SOUTH DELTA REC CENTRE,Southwest,Mini-Bus,Basic,11000,5000,5.5,28 km/h,194,10256,31,23,21,0,91%,182361,2940,,,11306.01605,2024,786,11306.01605
620,TSAWWASSEN FERRY/BRIDGEPORT STATION,Southwest,Double Decker,Special,16000,17000,27.9,47 km/h,94,792774,1960,2534,2660,11,71%,2715435,25527,Bridgeport; Ladner; Tsawwassen Ferry Terminal,Canada Line,74322.14424,2024,787,74322.14424
640,LADNER EXCH/SCOTT ROAD STN,Southeast,Std. Bus,Peak Frequent,15000,25000,20.6,35 km/h,60,1304091,4419,1911,1606,3,86%,4369054,47403,Ladner; Scott Road,Expo/Millennium Line,50630.76435,2024,788,50630.76435
701,HANEY/MAPLE RIDGE EAST/COQ STN,Maple Ridge/Pitt Meadows,Std. Bus,All Day Frequent,87000,48000,25.4,29 km/h,61,1259019,3742,3081,2570,1,72%,6265300,57717,Coquitlam Central; Haney Place; Maple Meadows; Mission City; Pitt Meadows,Expo/Millennium Line; West Coast Express,119053.5936,2024,789,119053.5936
719/722,MEADOWTOWN/BONSON/FRASER WAY,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,22000,12000,6,22 km/h,188,18932,71,24,32,0,81%,350788,5136,Maple Meadows; Meadowtown; Pitt Meadows,West Coast Express,18891.81354,2024,790,18891.81354
733,ROCK RIDGE/HANEY PL/PT HANEY STN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,28000,11000,6.9,28 km/h,173,66953,212,138,108,0,89%,527017,7920,Haney Place; Port Haney,West Coast Express,18550.64687,2024,791,18550.64687
741,ANDERSON CREEK/HANEY PL/PT HANEY ST,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,23000,10000,7,28 km/h,175,63916,209,109,96,0,90%,509283,7732,Haney Place; Port Haney,West Coast Express,19646.22909,2024,792,19646.22909
743,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,35000,19000,7.7,25 km/h,178,56862,206,93,10,0,83%,741062,10681,Haney Place; Maple Meadows; Meadowtown; Port Haney,West Coast Express,21590.00844,2024,793,21590.00844
744,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,36000,19000,11.3,24 km/h,169,79793,296,111,134,0,82%,726838,10638,Haney Place; Maple Meadows; Meadowtown,West Coast Express,19232.5645,2024,794,19232.5645
745/746,HANEY PLACE/COTTONWOOD/ALBION,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,47000,15000,10.2,30 km/h,145,198751,695,249,196,1,81%,1004135,16272,Haney Place; Port Haney,West Coast Express,39363.70758,2024,795,39363.70758
748,THORNHILL/HANEY PLACE,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,28000,11000,19.6,36 km/h,191,15102,54,32,29,0,71%,195255,2755,Haney Place; Port Haney,West Coast Express,40991.87458,2024,796,40991.87458
749,RUSKIN/HANEY PLACE,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,27000,11000,17.4,40 km/h,190,15143,53,37,33,0,73%,175199,2589,,,47075.00435,2024,797,47075.00435
791,HANEY PLACE/BRAID STN,Maple Ridge/Pitt Meadows,Std. Bus,Basic,50000,51000,26.9,31 km/h,110,572816,2293,0,1798,10,77%,2170748,21599,Braid; Haney Place; Maple Meadows; Pitt Meadows,Expo/Millennium Line; West Coast Express,67938.78435,2024,798,67938.78435
R1,KING GEORGE BLVD,Southeast,Artic. Bus,All Day Frequent,83000,48000,10.8,19 km/h,8,5163383,15436,12021,10690,15,84%,5883318,59606,Guildford; King George; Newton; Surrey Central,Expo/Millennium Line,32291.67065,2024,799,32291.67065
R2,MARINE DR,North Shore,Artic. Bus,All Day Frequent,40000,38000,10.2,20 km/h,43,1943733,5728,4979,3979,0,78%,5334167,50331,,,19990.54018,2024,800,19990.54018
R3,LOUGHEED HWY,Maple Ridge/Pitt Meadows,Artic. Bus,All Day Frequent,36000,26000,17.3,35 km/h,75,1069905,3183,2671,2131,0,93%,4828579,45322,Coquitlam Central; Haney Place,Expo/Millennium Line; West Coast Express,44874.45526,2024,801,44874.45526
R4,41ST AVE,Vancouver/UBC,Artic. Bus,All Day Frequent,90000,41000,19.3,27 km/h,2,8802709,27902,18053,14096,17,74%,11975846,116465,Dunbar; Joyce-Collingwood; Oakridge-41st Avenue; UBC,Canada Line; Expo/Millennium Line,47357.88141,2024,802,47357.88141
R5,HASTINGS ST,Burnaby/New Westminster,Artic. Bus,All Day Frequent,98000,173000,12.5,23 km/h,11,4346935,13710,8871,7260,13,82%,9070074,75838,Burrard; Kootenay; SFU; Waterfront,Canada Line; Expo/Millennium Line; West Coast Express,40036.21645,2024,803,40036.21645
R6,SCOTT RD,Southeast,Artic. Bus,All Day Frequent,54000,32000,12.1,23 km/h,7,5246153,15681,12486,10651,9,93%,,68213,Newton; Scott Road,Expo/Millennium Line,36768.74959,2024,804,36768.74959
42,ALMA/SPANISH BANKS,Vancouver/UBC,Mini-Bus,Special,9000,3000,3.6,24 km/h,195,8764,0,206,202,0,95%,34457,699,,,7101.419227,2024,805,7101.419227
179,COQUITLAM CENTRAL STN/BUNTZEN LAKE,Northeast Sector,Std. Bus,Special,38000,20000,12,28 km/h,192,14792,0,369,322,0,84%,76889,1012,Coquitlam Central; Inlet Centre,Expo/Millennium Line; West Coast Express,23816.28966,2024,806,23816.28966
SeaBus,WATERFRONT STN/LONSDALE QUAY,North Shore,SeaBus,Special,29700,103500,3.2,,5,5954153,16841,17156,13364,,,,11100,Lonsdale Quay; Waterfront,Canada Line; Expo/Millennium Line; West Coast Express,4903.094638,2024,807,4903.094638
